0.500,1.061,0.600,-1.470,1.666,-0.000,0.833,-2.617,-5.922,-1.309
0.520,1.093,0.599,-1.453,1.613,-0.118,0.806,-2.698,-5.910,-1.349
0.540,1.125,0.595,-1.437,1.558,-0.236,0.779,-2.776,-5.875,-1.388
0.560,1.156,0.589,-1.422,1.502,-0.353,0.751,-2.852,-5.817,-1.426
0.580,1.185,0.581,-1.407,1.444,-0.469,0.722,-2.924,-5.736,-1.462
0.600,1.214,0.571,-1.393,1.385,-0.582,0.692,-2.994,-5.632,-1.497
0.620,1.241,0.558,-1.380,1.324,-0.694,0.662,-3.061,-5.506,-1.531
0.640,1.266,0.543,-1.367,1.263,-0.803,0.631,-3.125,-5.358,-1.562
0.660,1.291,0.526,-1.354,1.199,-0.908,0.600,-3.186,-5.189,-1.593
0.680,1.314,0.507,-1.343,1.135,-1.010,0.568,-3.243,-5.000,-1.622
0.700,1.337,0.485,-1.332,1.070,-1.108,0.535,-3.298,-4.791,-1.649
0.720,1.357,0.462,-1.321,1.003,-1.202,0.502,-3.349,-4.563,-1.674
0.740,1.377,0.437,-1.312,0.936,-1.290,0.468,-3.397,-4.317,-1.698
0.760,1.395,0.411,-1.303,0.867,-1.374,0.434,-3.441,-4.054,-1.721
0.780,1.411,0.382,-1.294,0.798,-1.452,0.399,-3.482,-3.775,-1.741
0.800,1.427,0.353,-1.287,0.728,-1.525,0.364,-3.520,-3.481,-1.760
0.820,1.440,0.321,-1.280,0.657,-1.592,0.329,-3.554,-3.173,-1.777
0.840,1.453,0.289,-1.274,0.586,-1.652,0.293,-3.585,-2.853,-1.792
0.860,1.464,0.255,-1.268,0.514,-1.706,0.257,-3.612,-2.521,-1.806
0.880,1.473,0.221,-1.263,0.442,-1.753,0.221,-3.636,-2.180,-1.818
0.900,1.482,0.185,-1.259,0.369,-1.793,0.184,-3.656,-1.830,-1.828
0.920,1.488,0.149,-1.256,0.295,-1.826,0.148,-3.672,-1.473,-1.836
0.940,1.493,0.112,-1.253,0.222,-1.852,0.111,-3.685,-1.110,-1.842
0.960,1.497,0.075,-1.251,0.148,-1.870,0.074,-3.694,-0.742,-1.847
0.980,1.499,0.038,-1.250,0.074,-1.881,0.037,-3.699,-0.372,-1.850
1.000,1.500,-0.000,-1.250,-0.000,-1.885,-0.000,-3.701,0.000,-1.851
1.020,1.499,-0.038,-1.250,-0.074,-1.881,-0.037,-3.699,0.372,-1.850
1.040,1.497,-0.075,-1.251,-0.148,-1.870,-0.074,-3.694,0.742,-1.847
1.060,1.493,-0.112,-1.253,-0.222,-1.852,-0.111,-3.685,1.110,-1.842
1.080,1.488,-0.149,-1.256,-0.295,-1.826,-0.148,-3.672,1.473,-1.836
1.100,1.482,-0.185,-1.259,-0.369,-1.793,-0.184,-3.656,1.830,-1.828
1.120,1.473,-0.221,-1.263,-0.442,-1.753,-0.221,-3.636,2.180,-1.818
1.140,1.464,-0.255,-1.268,-0.514,-1.706,-0.257,-3.612,2.521,-1.806
1.160,1.453,-0.289,-1.274,-0.586,-1.652,-0.293,-3.585,2.853,-1.792
1.180,1.440,-0.321,-1.280,-0.657,-1.592,-0.329,-3.554,3.173,-1.777
1.200,1.427,-0.353,-1.287,-0.728,-1.525,-0.364,-3.520,3.481,-1.760
1.220,1.411,-0.382,-1.294,-0.798,-1.452,-0.399,-3.482,3.775,-1.741
1.240,1.395,-0.411,-1.303,-0.867,-1.374,-0.434,-3.441,4.054,-1.721
1.260,1.377,-0.437,-1.312,-0.936,-1.290,-0.468,-3.397,4.317,-1.698
1.280,1.357,-0.462,-1.321,-1.003,-1.202,-0.502,-3.349,4.563,-1.674
1.300,1.337,-0.485,-1.332,-1.070,-1.108,-0.535,-3.298,4.791,-1.649
1.320,1.314,-0.507,-1.343,-1.135,-1.010,-0.568,-3.243,5.000,-1.622
1.340,1.291,-0.526,-1.354,-1.199,-0.908,-0.600,-3.186,5.189,-1.593
1.360,1.266,-0.543,-1.367,-1.263,-0.803,-0.631,-3.125,5.358,-1.562
1.380,1.241,-0.558,-1.380,-1.324,-0.694,-0.662,-3.061,5.506,-1.531
1.400,1.214,-0.571,-1.393,-1.385,-0.582,-0.692,-2.994,5.632,-1.497
1.420,1.185,-0.581,-1.407,-1.444,-0.469,-0.722,-2.924,5.736,-1.462
1.440,1.156,-0.589,-1.422,-1.502,-0.353,-0.751,-2.852,5.817,-1.426
1.460,1.125,-0.595,-1.437,-1.558,-0.236,-0.779,-2.776,5.875,-1.388
1.480,1.093,-0.599,-1.453,-1.613,-0.118,-0.806,-2.698,5.910,-1.349
1.500,1.061,-0.600,-1.470,-1.666,0.000,-0.833,-2.617,5.922,-1.309
1.520,1.027,-0.599,-1.487,-1.718,0.118,-0.859,-2.534,5.910,-1.267
1.540,0.992,-0.595,-1.504,-1.767,0.236,-0.884,-2.448,5.875,-1.224
1.560,0.956,-0.589,-1.522,-1.815,0.353,-0.908,-2.359,5.817,-1.180
1.580,0.919,-0.581,-1.540,-1.862,0.469,-0.931,-2.268,5.736,-1.134
1.600,0.882,-0.571,-1.559,-1.906,0.582,-0.953,-2.175,5.632,-1.088
1.620,0.843,-0.558,-1.578,-1.949,0.694,-0.974,-2.080,5.506,-1.040
1.640,0.804,-0.543,-1.598,-1.989,0.803,-0.995,-1.983,5.358,-0.992
1.660,0.764,-0.526,-1.618,-2.028,0.908,-1.014,-1.884,5.189,-0.942
1.680,0.723,-0.507,-1.639,-2.065,1.010,-1.032,-1.783,5.000,-0.892
1.700,0.681,-0.485,-1.660,-2.099,1.108,-1.050,-1.680,4.791,-0.840
1.720,0.639,-0.462,-1.681,-2.132,1.202,-1.066,-1.576,4.563,-0.788
1.740,0.596,-0.437,-1.702,-2.162,1.290,-1.081,-1.470,4.317,-0.735
1.760,0.552,-0.411,-1.724,-2.191,1.374,-1.095,-1.362,4.054,-0.681
1.780,0.508,-0.382,-1.746,-2.217,1.452,-1.108,-1.254,3.775,-0.627
1.800,0.464,-0.353,-1.768,-2.241,1.525,-1.120,-1.144,3.481,-0.572
1.820,0.418,-0.321,-1.791,-2.263,1.592,-1.131,-1.033,3.173,-0.516
1.840,0.373,-0.289,-1.813,-2.282,1.652,-1.141,-0.920,2.853,-0.460
1.860,0.327,-0.255,-1.836,-2.299,1.706,-1.150,-0.807,2.521,-0.404
1.880,0.281,-0.221,-1.859,-2.314,1.753,-1.157,-0.694,2.180,-0.347
1.900,0.235,-0.185,-1.883,-2.327,1.793,-1.164,-0.579,1.830,-0.289
1.920,0.188,-0.149,-1.906,-2.338,1.826,-1.169,-0.464,1.473,-0.232
1.940,0.141,-0.112,-1.929,-2.346,1.852,-1.173,-0.348,1.110,-0.174
1.960,0.094,-0.075,-1.953,-2.352,1.870,-1.176,-0.232,0.742,-0.116
1.980,0.047,-0.038,-1.976,-2.355,1.881,-1.178,-0.116,0.372,-0.058
2.000,-0.000,0.000,-2.000,-2.356,1.885,-1.178,0.000,-0.000,0.000
2.020,-0.047,0.038,-2.024,-2.355,1.881,-1.178,0.116,-0.372,0.058
2.040,-0.094,0.075,-2.047,-2.352,1.870,-1.176,0.232,-0.742,0.116
2.060,-0.141,0.112,-2.071,-2.346,1.852,-1.173,0.348,-1.110,0.174
2.080,-0.188,0.149,-2.094,-2.338,1.826,-1.169,0.464,-1.473,0.232
2.100,-0.235,0.185,-2.117,-2.327,1.793,-1.164,0.579,-1.830,0.289
2.120,-0.281,0.221,-2.141,-2.314,1.753,-1.157,0.694,-2.180,0.347
2.140,-0.327,0.255,-2.164,-2.299,1.706,-1.150,0.807,-2.521,0.404
2.160,-0.373,0.289,-2.187,-2.282,1.652,-1.141,0.920,-2.853,0.460
2.180,-0.418,0.321,-2.209,-2.263,1.592,-1.131,1.033,-3.173,0.516
2.200,-0.464,0.353,-2.232,-2.241,1.525,-1.120,1.144,-3.481,0.572
2.220,-0.508,0.382,-2.254,-2.217,1.452,-1.108,1.254,-3.775,0.627
2.240,-0.552,0.411,-2.276,-2.191,1.374,-1.095,1.362,-4.054,0.681
2.260,-0.596,0.437,-2.298,-2.162,1.290,-1.081,1.470,-4.317,0.735
2.280,-0.639,0.462,-2.319,-2.132,1.202,-1.066,1.576,-4.563,0.788
2.300,-0.681,0.485,-2.340,-2.099,1.108,-1.050,1.680,-4.791,0.840
2.320,-0.723,0.507,-2.361,-2.065,1.010,-1.032,1.783,-5.000,0.892
2.340,-0.764,0.526,-2.382,-2.028,0.908,-1.014,1.884,-5.189,0.942
2.360,-0.804,0.543,-2.402,-1.989,0.803,-0.995,1.983,-5.358,0.992
2.380,-0.843,0.558,-2.422,-1.949,0.694,-0.974,2.080,-5.506,1.040
2.400,-0.882,0.571,-2.441,-1.906,0.582,-0.953,2.175,-5.632,1.088
2.420,-0.919,0.581,-2.460,-1.862,0.469,-0.931,2.268,-5.736,1.134
2.440,-0.956,0.589,-2.478,-1.815,0.353,-0.908,2.359,-5.817,1.180
2.460,-0.992,0.595,-2.496,-1.767,0.236,-0.884,2.448,-5.875,1.224
2.480,-1.027,0.599,-2.513,-1.718,0.118,-0.859,2.534,-5.910,1.267
2.500,-1.061,0.600,-2.530,-1.666,-0.000,-0.833,2.617,-5.922,1.309
2.520,-1.093,0.599,-2.547,-1.613,-0.118,-0.806,2.698,-5.910,1.349
2.540,-1.125,0.595,-2.563,-1.558,-0.236,-0.779,2.776,-5.875,1.388
2.560,-1.156,0.589,-2.578,-1.502,-0.353,-0.751,2.852,-5.817,1.426
2.580,-1.185,0.581,-2.593,-1.444,-0.469,-0.722,2.924,-5.736,1.462
2.600,-1.214,0.571,-2.607,-1.385,-0.582,-0.692,2.994,-5.632,1.497
2.620,-1.241,0.558,-2.620,-1.324,-0.694,-0.662,3.061,-5.506,1.531
2.640,-1.266,0.543,-2.633,-1.263,-0.803,-0.631,3.125,-5.358,1.562
2.660,-1.291,0.526,-2.646,-1.199,-0.908,-0.600,3.186,-5.189,1.593
2.680,-1.314,0.507,-2.657,-1.135,-1.010,-0.568,3.243,-5.000,1.622
2.700,-1.337,0.485,-2.668,-1.070,-1.108,-0.535,3.298,-4.791,1.649
2.720,-1.357,0.462,-2.679,-1.003,-1.202,-0.502,3.349,-4.563,1.674
2.740,-1.377,0.437,-2.688,-0.936,-1.290,-0.468,3.397,-4.317,1.698
2.760,-1.395,0.411,-2.697,-0.867,-1.374,-0.434,3.441,-4.054,1.721
2.780,-1.411,0.382,-2.706,-0.798,-1.452,-0.399,3.482,-3.775,1.741
2.800,-1.427,0.353,-2.713,-0.728,-1.525,-0.364,3.520,-3.481,1.760
2.820,-1.440,0.321,-2.720,-0.657,-1.592,-0.329,3.554,-3.173,1.777
2.840,-1.453,0.289,-2.726,-0.586,-1.652,-0.293,3.585,-2.853,1.792
2.860,-1.464,0.255,-2.732,-0.514,-1.706,-0.257,3.612,-2.521,1.806
2.880,-1.473,0.221,-2.737,-0.442,-1.753,-0.221,3.636,-2.180,1.818
2.900,-1.482,0.185,-2.741,-0.369,-1.793,-0.184,3.656,-1.830,1.828
2.920,-1.488,0.149,-2.744,-0.295,-1.826,-0.148,3.672,-1.473,1.836
2.940,-1.493,0.112,-2.747,-0.222,-1.852,-0.111,3.685,-1.110,1.842
2.960,-1.497,0.075,-2.749,-0.148,-1.870,-0.074,3.694,-0.742,1.847
2.980,-1.499,0.038,-2.750,-0.074,-1.881,-0.037,3.699,-0.372,1.850
3.000,-1.500,-0.000,-2.750,0.000,-1.885,0.000,3.701,0.000,1.851
3.020,-1.499,-0.038,-2.750,0.074,-1.881,0.037,3.699,0.372,1.850
3.040,-1.497,-0.075,-2.749,0.148,-1.870,0.074,3.694,0.742,1.847
3.060,-1.493,-0.112,-2.747,0.222,-1.852,0.111,3.685,1.110,1.842
3.080,-1.488,-0.149,-2.744,0.295,-1.826,0.148,3.672,1.473,1.836
3.100,-1.482,-0.185,-2.741,0.369,-1.793,0.184,3.656,1.830,1.828
3.120,-1.473,-0.221,-2.737,0.442,-1.753,0.221,3.636,2.180,1.818
3.140,-1.464,-0.255,-2.732,0.514,-1.706,0.257,3.612,2.521,1.806
3.160,-1.453,-0.289,-2.726,0.586,-1.652,0.293,3.585,2.853,1.792
3.180,-1.440,-0.321,-2.720,0.657,-1.592,0.329,3.554,3.173,1.777
3.200,-1.427,-0.353,-2.713,0.728,-1.525,0.364,3.520,3.481,1.760
3.220,-1.411,-0.382,-2.706,0.798,-1.452,0.399,3.482,3.775,1.741
3.240,-1.395,-0.411,-2.697,0.867,-1.374,0.434,3.441,4.054,1.721
3.260,-1.377,-0.437,-2.688,0.936,-1.290,0.468,3.397,4.317,1.698
3.280,-1.357,-0.462,-2.679,1.003,-1.202,0.502,3.349,4.563,1.674
3.300,-1.337,-0.485,-2.668,1.070,-1.108,0.535,3.298,4.791,1.649
3.320,-1.314,-0.507,-2.657,1.135,-1.010,0.568,3.243,5.000,1.622
3.340,-1.291,-0.526,-2.646,1.199,-0.908,0.600,3.186,5.189,1.593
3.360,-1.266,-0.543,-2.633,1.263,-0.803,0.631,3.125,5.358,1.562
3.380,-1.241,-0.558,-2.620,1.324,-0.694,0.662,3.061,5.506,1.531
3.400,-1.214,-0.571,-2.607,1.385,-0.582,0.692,2.994,5.632,1.497
3.420,-1.185,-0.581,-2.593,1.444,-0.469,0.722,2.924,5.736,1.462
3.440,-1.156,-0.589,-2.578,1.502,-0.353,0.751,2.852,5.817,1.426
3.460,-1.125,-0.595,-2.563,1.558,-0.236,0.779,2.776,5.875,1.388
3.480,-1.093,-0.599,-2.547,1.613,-0.118,0.806,2.698,5.910,1.349
3.500,-1.061,-0.600,-2.530,1.666,0.000,0.833,2.617,5.922,1.309
3.520,-1.027,-0.599,-2.513,1.718,0.118,0.859,2.534,5.910,1.267
3.540,-0.992,-0.595,-2.496,1.767,0.236,0.884,2.448,5.875,1.224
3.560,-0.956,-0.589,-2.478,1.815,0.353,0.908,2.359,5.817,1.180
3.580,-0.919,-0.581,-2.460,1.862,0.469,0.931,2.268,5.736,1.134
3.600,-0.882,-0.571,-2.441,1.906,0.582,0.953,2.175,5.632,1.088
3.620,-0.843,-0.558,-2.422,1.949,0.694,0.974,2.080,5.506,1.040
3.640,-0.804,-0.543,-2.402,1.989,0.803,0.995,1.983,5.358,0.992
3.660,-0.764,-0.526,-2.382,2.028,0.908,1.014,1.884,5.189,0.942
3.680,-0.723,-0.507,-2.361,2.065,1.010,1.032,1.783,5.000,0.892
3.700,-0.681,-0.485,-2.340,2.099,1.108,1.050,1.680,4.791,0.840
3.720,-0.639,-0.462,-2.319,2.132,1.202,1.066,1.576,4.563,0.788
3.740,-0.596,-0.437,-2.298,2.162,1.290,1.081,1.470,4.317,0.735
3.760,-0.552,-0.411,-2.276,2.191,1.374,1.095,1.362,4.054,0.681
3.780,-0.508,-0.382,-2.254,2.217,1.452,1.108,1.254,3.775,0.627
3.800,-0.464,-0.353,-2.232,2.241,1.525,1.120,1.144,3.481,0.572
3.820,-0.418,-0.321,-2.209,2.263,1.592,1.131,1.033,3.173,0.516
3.840,-0.373,-0.289,-2.187,2.282,1.652,1.141,0.920,2.853,0.460
3.860,-0.327,-0.255,-2.164,2.299,1.706,1.150,0.807,2.521,0.404
3.880,-0.281,-0.221,-2.141,2.314,1.753,1.157,0.694,2.180,0.347
3.900,-0.235,-0.185,-2.117,2.327,1.793,1.164,0.579,1.830,0.289
3.920,-0.188,-0.149,-2.094,2.338,1.826,1.169,0.464,1.473,0.232
3.940,-0.141,-0.112,-2.071,2.346,1.852,1.173,0.348,1.110,0.174
3.960,-0.094,-0.075,-2.047,2.352,1.870,1.176,0.232,0.742,0.116
3.980,-0.047,-0.038,-2.024,2.355,1.881,1.178,0.116,0.372,0.058
4.000,0.000,0.000,-2.000,2.356,1.885,1.178,-0.000,-0.000,-0.000
4.020,0.047,0.038,-1.976,2.355,1.881,1.178,-0.116,-0.372,-0.058
4.040,0.094,0.075,-1.953,2.352,1.870,1.176,-0.232,-0.742,-0.116
4.060,0.141,0.112,-1.929,2.346,1.852,1.173,-0.348,-1.110,-0.174
4.080,0.188,0.149,-1.906,2.338,1.826,1.169,-0.464,-1.473,-0.232
4.100,0.235,0.185,-1.883,2.327,1.793,1.164,-0.579,-1.830,-0.289
4.120,0.281,0.221,-1.859,2.314,1.753,1.157,-0.694,-2.180,-0.347
4.140,0.327,0.255,-1.836,2.299,1.706,1.150,-0.807,-2.521,-0.404
4.160,0.373,0.289,-1.813,2.282,1.652,1.141,-0.920,-2.853,-0.460
4.180,0.418,0.321,-1.791,2.263,1.592,1.131,-1.033,-3.173,-0.516
4.200,0.464,0.353,-1.768,2.241,1.525,1.120,-1.144,-3.481,-0.572
4.220,0.508,0.382,-1.746,2.217,1.452,1.108,-1.254,-3.775,-0.627
4.240,0.552,0.411,-1.724,2.191,1.374,1.095,-1.362,-4.054,-0.681
4.260,0.596,0.437,-1.702,2.162,1.290,1.081,-1.470,-4.317,-0.735
4.280,0.639,0.462,-1.681,2.132,1.202,1.066,-1.576,-4.563,-0.788
4.300,0.681,0.485,-1.660,2.099,1.108,1.050,-1.680,-4.791,-0.840
4.320,0.723,0.507,-1.639,2.065,1.010,1.032,-1.783,-5.000,-0.892
4.340,0.764,0.526,-1.618,2.028,0.908,1.014,-1.884,-5.189,-0.942
4.360,0.804,0.543,-1.598,1.989,0.803,0.995,-1.983,-5.358,-0.992
4.380,0.843,0.558,-1.578,1.949,0.694,0.974,-2.080,-5.506,-1.040
4.400,0.882,0.571,-1.559,1.906,0.582,0.953,-2.175,-5.632,-1.088
4.420,0.919,0.581,-1.540,1.862,0.469,0.931,-2.268,-5.736,-1.134
4.440,0.956,0.589,-1.522,1.815,0.353,0.908,-2.359,-5.817,-1.180
4.460,0.992,0.595,-1.504,1.767,0.236,0.884,-2.448,-5.875,-1.224
4.480,1.027,0.599,-1.487,1.718,0.118,0.859,-2.534,-5.910,-1.267
4.500,1.061,0.600,-1.470,1.666,0.000,0.833,-2.617,-5.922,-1.309
4.520,1.093,0.599,-1.453,1.613,-0.118,0.806,-2.698,-5.910,-1.349
4.540,1.125,0.595,-1.437,1.558,-0.236,0.779,-2.776,-5.875,-1.388
4.560,1.156,0.589,-1.422,1.502,-0.353,0.751,-2.852,-5.817,-1.426
4.580,1.185,0.581,-1.407,1.444,-0.469,0.722,-2.924,-5.736,-1.462
4.600,1.214,0.571,-1.393,1.385,-0.582,0.692,-2.994,-5.632,-1.497
4.620,1.241,0.558,-1.380,1.324,-0.694,0.662,-3.061,-5.506,-1.531
4.640,1.266,0.543,-1.367,1.263,-0.803,0.631,-3.125,-5.358,-1.562
4.660,1.291,0.526,-1.354,1.199,-0.908,0.600,-3.186,-5.189,-1.593
4.680,1.314,0.507,-1.343,1.135,-1.010,0.568,-3.243,-5.000,-1.622
4.700,1.337,0.485,-1.332,1.070,-1.108,0.535,-3.298,-4.791,-1.649
4.720,1.357,0.462,-1.321,1.003,-1.202,0.502,-3.349,-4.563,-1.674
4.740,1.377,0.437,-1.312,0.936,-1.290,0.468,-3.397,-4.317,-1.698
4.760,1.395,0.411,-1.303,0.867,-1.374,0.434,-3.441,-4.054,-1.721
4.780,1.411,0.382,-1.294,0.798,-1.452,0.399,-3.482,-3.775,-1.741
4.800,1.427,0.353,-1.287,0.728,-1.525,0.364,-3.520,-3.481,-1.760
4.820,1.440,0.321,-1.280,0.657,-1.592,0.329,-3.554,-3.173,-1.777
4.840,1.453,0.289,-1.274,0.586,-1.652,0.293,-3.585,-2.853,-1.792
4.860,1.464,0.255,-1.268,0.514,-1.706,0.257,-3.612,-2.521,-1.806
4.880,1.473,0.221,-1.263,0.442,-1.753,0.221,-3.636,-2.180,-1.818
4.900,1.482,0.185,-1.259,0.369,-1.793,0.184,-3.656,-1.830,-1.828
4.920,1.488,0.149,-1.256,0.295,-1.826,0.148,-3.672,-1.473,-1.836
4.940,1.493,0.112,-1.253,0.222,-1.852,0.111,-3.685,-1.110,-1.842
4.960,1.497,0.075,-1.251,0.148,-1.870,0.074,-3.694,-0.742,-1.847
4.980,1.499,0.038,-1.250,0.074,-1.881,0.037,-3.699,-0.372,-1.850
5.000,1.500,0.000,-1.250,0.000,-1.885,0.000,-3.701,-0.000,-1.851
5.020,1.499,-0.038,-1.250,-0.074,-1.881,-0.037,-3.699,0.372,-1.850
5.040,1.497,-0.075,-1.251,-0.148,-1.870,-0.074,-3.694,0.742,-1.847
5.060,1.493,-0.112,-1.253,-0.222,-1.852,-0.111,-3.685,1.110,-1.842
5.080,1.488,-0.149,-1.256,-0.295,-1.826,-0.148,-3.672,1.473,-1.836
5.100,1.482,-0.185,-1.259,-0.369,-1.793,-0.184,-3.656,1.830,-1.828
5.120,1.473,-0.221,-1.263,-0.442,-1.753,-0.221,-3.636,2.180,-1.818
5.140,1.464,-0.255,-1.268,-0.514,-1.706,-0.257,-3.612,2.521,-1.806
5.160,1.453,-0.289,-1.274,-0.586,-1.652,-0.293,-3.585,2.853,-1.792
5.180,1.440,-0.321,-1.280,-0.657,-1.592,-0.329,-3.554,3.173,-1.777
5.200,1.427,-0.353,-1.287,-0.728,-1.525,-0.364,-3.520,3.481,-1.760
5.220,1.411,-0.382,-1.294,-0.798,-1.452,-0.399,-3.482,3.775,-1.741
5.240,1.395,-0.411,-1.303,-0.867,-1.374,-0.434,-3.441,4.054,-1.721
5.260,1.377,-0.437,-1.312,-0.936,-1.290,-0.468,-3.397,4.317,-1.698
5.280,1.357,-0.462,-1.321,-1.003,-1.202,-0.502,-3.349,4.563,-1.674
5.300,1.337,-0.485,-1.332,-1.070,-1.108,-0.535,-3.298,4.791,-1.649
5.320,1.314,-0.507,-1.343,-1.135,-1.010,-0.568,-3.243,5.000,-1.622
5.340,1.291,-0.526,-1.354,-1.199,-0.908,-0.600,-3.186,5.189,-1.593
5.360,1.266,-0.543,-1.367,-1.263,-0.803,-0.631,-3.125,5.358,-1.562
5.380,1.241,-0.558,-1.380,-1.324,-0.694,-0.662,-3.061,5.506,-1.531
5.400,1.214,-0.571,-1.393,-1.385,-0.582,-0.692,-2.994,5.632,-1.497
5.420,1.185,-0.581,-1.407,-1.444,-0.469,-0.722,-2.924,5.736,-1.462
5.440,1.156,-0.589,-1.422,-1.502,-0.353,-0.751,-2.852,5.817,-1.426
5.460,1.125,-0.595,-1.437,-1.558,-0.236,-0.779,-2.776,5.875,-1.388
5.480,1.093,-0.599,-1.453,-1.613,-0.118,-0.806,-2.698,5.910,-1.349
5.500,1.061,-0.600,-1.470,-1.666,-0.000,-0.833,-2.617,5.922,-1.309
5.520,1.027,-0.599,-1.487,-1.718,0.118,-0.859,-2.534,5.910,-1.267
5.540,0.992,-0.595,-1.504,-1.767,0.236,-0.884,-2.448,5.875,-1.224
5.560,0.956,-0.589,-1.522,-1.815,0.353,-0.908,-2.359,5.817,-1.180
5.580,0.919,-0.581,-1.540,-1.862,0.469,-0.931,-2.268,5.736,-1.134
5.600,0.882,-0.571,-1.559,-1.906,0.582,-0.953,-2.175,5.632,-1.088
5.620,0.843,-0.558,-1.578,-1.949,0.694,-0.974,-2.080,5.506,-1.040
5.640,0.804,-0.543,-1.598,-1.989,0.803,-0.995,-1.983,5.358,-0.992
5.660,0.764,-0.526,-1.618,-2.028,0.908,-1.014,-1.884,5.189,-0.942
5.680,0.723,-0.507,-1.639,-2.065,1.010,-1.032,-1.783,5.000,-0.892
5.700,0.681,-0.485,-1.660,-2.099,1.108,-1.050,-1.680,4.791,-0.840
5.720,0.639,-0.462,-1.681,-2.132,1.202,-1.066,-1.576,4.563,-0.788
5.740,0.596,-0.437,-1.702,-2.162,1.290,-1.081,-1.470,4.317,-0.735
5.760,0.552,-0.411,-1.724,-2.191,1.374,-1.095,-1.362,4.054,-0.681
5.780,0.508,-0.382,-1.746,-2.217,1.452,-1.108,-1.254,3.775,-0.627
5.800,0.464,-0.353,-1.768,-2.241,1.525,-1.120,-1.144,3.481,-0.572
5.820,0.418,-0.321,-1.791,-2.263,1.592,-1.131,-1.033,3.173,-0.516
5.840,0.373,-0.289,-1.813,-2.282,1.652,-1.141,-0.920,2.853,-0.460
5.860,0.327,-0.255,-1.836,-2.299,1.706,-1.150,-0.807,2.521,-0.404
5.880,0.281,-0.221,-1.859,-2.314,1.753,-1.157,-0.694,2.180,-0.347
5.900,0.235,-0.185,-1.883,-2.327,1.793,-1.164,-0.579,1.830,-0.289
5.920,0.188,-0.149,-1.906,-2.338,1.826,-1.169,-0.464,1.473,-0.232
5.940,0.141,-0.112,-1.929,-2.346,1.852,-1.173,-0.348,1.110,-0.174
5.960,0.094,-0.075,-1.953,-2.352,1.870,-1.176,-0.232,0.742,-0.116
5.980,0.047,-0.038,-1.976,-2.355,1.881,-1.178,-0.116,0.372,-0.058
6.000,0.000,-0.000,-2.000,-2.356,1.885,-1.178,-0.000,0.000,-0.000
6.020,-0.047,0.038,-2.024,-2.355,1.881,-1.178,0.116,-0.372,0.058
6.040,-0.094,0.075,-2.047,-2.352,1.870,-1.176,0.232,-0.742,0.116
6.060,-0.141,0.112,-2.071,-2.346,1.852,-1.173,0.348,-1.110,0.174
6.080,-0.188,0.149,-2.094,-2.338,1.826,-1.169,0.464,-1.473,0.232
6.100,-0.235,0.185,-2.117,-2.327,1.793,-1.164,0.579,-1.830,0.289
6.120,-0.281,0.221,-2.141,-2.314,1.753,-1.157,0.694,-2.180,0.347
6.140,-0.327,0.255,-2.164,-2.299,1.706,-1.150,0.807,-2.521,0.404
6.160,-0.373,0.289,-2.187,-2.282,1.652,-1.141,0.920,-2.853,0.460
6.180,-0.418,0.321,-2.209,-2.263,1.592,-1.131,1.033,-3.173,0.516
