time, Quad.Roll, Quad.Est.Roll, Quad.Pitch, Quad.Est.Pitch, Quad.Yaw, Quad.Est.Yaw
1.925034,-0.581422,-0.539070,0.464926,0.498070,-0.149838,0.011257
1.930034,-0.602807,-0.552653,0.480041,0.512020,-0.159657,0.012202
1.935034,-0.617879,-0.566952,0.491114,0.527094,-0.166520,0.013850
1.940035,-0.626081,-0.572210,0.498140,0.533130,-0.170071,0.015094
1.945035,-0.627074,-0.573483,0.501026,0.535928,-0.170042,0.017150
1.950035,-0.620579,-0.569772,0.499632,0.533499,-0.166294,0.018634
1.955035,-0.606613,-0.557338,0.493791,0.523266,-0.158867,0.021005
1.960036,-0.585400,-0.544529,0.483228,0.511941,-0.147918,0.022664
1.965036,-0.557259,-0.518591,0.467672,0.488108,-0.133804,0.025238
1.970036,-0.522567,-0.496814,0.446851,0.467640,-0.117039,0.027000
1.975036,-0.481983,-0.457641,0.420561,0.430197,-0.098330,0.029670
1.980036,-0.436421,-0.427480,0.388704,0.400894,-0.078518,0.031437
1.985037,-0.386912,-0.376826,0.351431,0.350986,-0.058557,0.034009
1.990037,-0.334382,-0.339821,0.309066,0.314150,-0.039379,0.035633
1.995037,-0.279708,-0.280231,0.262067,0.254295,-0.021817,0.037866
2.000037,-0.223587,-0.238225,0.211021,0.211786,-0.006567,0.039188
2.005037,-0.166503,-0.172502,0.156561,0.144846,0.005836,0.040881
2.010037,-0.108740,-0.127244,0.099306,0.098468,0.014994,0.041797
2.015036,-0.050532,-0.057907,0.040000,0.026997,0.020610,0.042842
2.020036,0.007753,-0.011297,-0.020364,-0.021338,0.022514,0.043332
2.025036,0.065639,0.058024,-0.080627,-0.093684,0.020701,0.043817
2.030035,0.122624,0.103146,-0.139643,-0.141113,0.015347,0.044016
2.035035,0.178295,0.168222,-0.196368,-0.209936,0.006786,0.044207
2.040035,0.232201,0.209361,-0.249930,-0.253707,-0.004518,0.044305
2.045034,0.283835,0.266946,-0.299612,-0.315331,-0.017989,0.044474
2.050034,0.332693,0.302259,-0.344882,-0.353307,-0.032967,0.044631
2.055033,0.378287,0.350242,-0.385398,-0.405051,-0.048741,0.044977
2.060033,0.420153,0.378781,-0.421019,-0.435858,-0.064606,0.045296
2.065033,0.457825,0.416281,-0.451742,-0.476302,-0.079880,0.045929
2.070032,0.490837,0.437687,-0.477637,-0.499323,-0.093911,0.046463
2.075032,0.518803,0.464410,-0.498862,-0.527898,-0.106140,0.047438
2.080032,0.541360,0.478609,-0.515644,-0.543016,-0.116117,0.048207
2.085031,0.558294,0.494542,-0.528254,-0.559965,-0.123538,0.049532
2.090031,0.569598,0.501721,-0.536918,-0.567547,-0.128203,0.050520
2.095031,0.575375,0.507561,-0.541872,-0.573597,-0.130061,0.052132
2.100030,0.575891,0.508355,-0.543367,-0.574284,-0.129206,0.053275
2.105030,0.571537,0.505252,-0.541674,-0.570733,-0.125861,0.055058
2.110029,0.562833,0.500560,-0.537109,-0.565631,-0.120382,0.056269
2.115029,0.550608,0.490282,-0.530141,-0.554677,-0.113277,0.058082
2.120029,0.535869,0.481787,-0.521307,-0.545701,-0.105100,0.059273
2.125028,0.519569,0.467437,-0.511178,-0.530651,-0.096392,0.061004
2.130028,0.502664,0.457322,-0.500339,-0.520090,-0.087631,0.062110
2.135028,0.485911,0.442082,-0.489288,-0.504197,-0.079170,0.063685
2.140027,0.469782,0.432144,-0.478413,-0.493895,-0.071241,0.064670
2.145027,0.454615,0.417959,-0.467971,-0.479231,-0.063965,0.066039
2.150027,0.440691,0.409189,-0.458116,-0.470095,-0.057383,0.066874
2.155026,0.428165,0.397282,-0.448936,-0.457445,-0.051493,0.068001
2.160026,0.417063,0.390213,-0.440491,-0.449751,-0.046276,0.068666
2.165025,0.407285,0.380830,-0.432765,-0.439267,-0.041680,0.069532
2.170025,0.398560,0.375234,-0.425604,-0.432844,-0.037585,0.070026
2.175025,0.390524,0.367445,-0.418785,-0.423731,-0.033848,0.070657
2.180024,0.382829,0.362431,-0.412136,-0.417859,-0.030365,0.071011
2.185024,0.375143,0.354838,-0.405366,-0.408946,-0.026985,0.071464
2.190024,0.367241,0.349595,-0.398224,-0.402724,-0.023585,0.071724
2.195023,0.358947,0.341263,-0.390582,-0.392797,-0.020108,0.072068
2.200023,0.350156,0.335328,-0.382312,-0.385678,-0.016511,0.072271
2.205023,0.340795,0.325762,-0.373352,-0.374168,-0.012782,0.072544
2.210022,0.330856,0.318929,-0.363701,-0.365940,-0.008939,0.072707
2.215022,0.320389,0.308024,-0.353472,-0.352930,-0.005045,0.072926
2.220021,0.309459,0.300346,-0.342800,-0.343916,-0.001168,0.073053
2.225021,0.298174,0.288326,-0.331829,-0.330085,0.002623,0.073210
2.230021,0.286658,0.280058,-0.320663,-0.320742,0.006281,0.073290
2.235020,0.274999,0.267379,-0.309411,-0.306682,0.009765,0.073366
2.240020,0.263328,0.258827,-0.298180,-0.297364,0.013038,0.073386
2.245020,0.251835,0.246100,-0.287069,-0.283595,0.016077,0.073366
2.250019,0.240640,0.237772,-0.276119,-0.274582,0.018877,0.073317
2.255019,0.229853,0.225660,-0.265407,-0.261405,0.021435,0.073197
2.260019,0.219472,0.217841,-0.254898,-0.252815,0.023777,0.073089
2.265018,0.209472,0.206487,-0.244579,-0.240198,0.025921,0.072890
2.270018,0.199804,0.199132,-0.234452,-0.231966,0.027880,0.072735
2.275017,0.190425,0.188377,-0.224480,-0.219832,0.029676,0.072474
2.280017,0.181280,0.181357,-0.214621,-0.211849,0.031329,0.072285
2.285017,0.172251,0.170907,-0.204902,-0.200065,0.032842,0.071982
2.290016,0.163306,0.163975,-0.195288,-0.192308,0.034225,0.071766
2.295016,0.154473,0.153668,-0.185780,-0.180817,0.035481,0.071422
2.300016,0.145764,0.146868,-0.176369,-0.173246,0.036617,0.071180
2.305015,0.137174,0.136776,-0.167081,-0.162052,0.037639,0.070804
2.310015,0.128718,0.130132,-0.157933,-0.154711,0.038550,0.070547
2.315015,0.120402,0.120310,-0.148879,-0.143819,0.039363,0.070154
2.320014,0.112268,0.113886,-0.139928,-0.136646,0.040082,0.069888
2.325014,0.104400,0.104551,-0.131099,-0.126039,0.040713,0.069488
2.330014,0.096812,0.098540,-0.122337,-0.119026,0.041266,0.069221
2.335013,0.089471,0.089801,-0.113664,-0.108619,0.041741,0.068817
2.340013,0.082303,0.084103,-0.105156,-0.101817,0.042128,0.068539
2.345012,0.075274,0.075708,-0.096823,-0.091828,0.042426,0.068107
2.350012,0.068371,0.070202,-0.088680,-0.085321,0.042635,0.067806
2.355012,0.061578,0.062068,-0.080738,-0.075808,0.042756,0.067332
2.360011,0.054946,0.056765,-0.073018,-0.069645,0.042796,0.067004
2.365011,0.048517,0.049049,-0.065518,-0.060663,0.042763,0.066499
2.370011,0.042279,0.044055,-0.058226,-0.054842,0.042665,0.066156
2.375010,0.036243,0.036804,-0.051129,-0.046344,0.042510,0.065636
2.380010,0.030446,0.032162,-0.044253,-0.040855,0.042307,0.065291
2.385010,0.024854,0.025443,-0.037596,-0.032880,0.042063,0.064778
2.390009,0.019533,0.021180,-0.031157,-0.027737,0.041782,0.064439
2.395009,0.014466,0.015091,-0.024959,-0.020311,0.041472,0.063940
2.400008,0.009648,0.011233,-0.019048,-0.015585,0.041133,0.063612
2.405008,0.005055,0.005714,-0.013439,-0.008861,0.040767,0.063123
2.410008,0.000659,0.002194,-0.008181,-0.004656,0.040375,0.062797
2.415007,-0.003560,-0.002871,-0.003239,0.001273,0.039962,0.062310
2.420007,-0.007565,-0.006077,0.001363,0.004957,0.039534,0.061988
2.425007,-0.011299,-0.010559,0.005622,0.010071,0.039097,0.061512
2.430006,-0.014809,-0.013363,0.009565,0.013229,0.038655,0.061200
2.435006,-0.018145,-0.017362,0.013287,0.017703,0.038211,0.060741
2.440006,-0.021305,-0.019884,0.016808,0.020525,0.037768,0.060443
2.445005,-0.024300,-0.023471,0.020125,0.024518,0.037325,0.060002
2.450005,-0.027141,-0.025736,0.023251,0.027026,0.036884,0.059713
2.455004,-0.029870,-0.028997,0.026243,0.030630,0.036443,0.059287
2.460004,-0.032455,-0.031058,0.029090,0.032920,0.036001,0.059005
2.465004,-0.034891,-0.033968,0.031758,0.036136,0.035557,0.058581
2.470003,-0.037198,-0.035804,0.034199,0.038098,0.035119,0.058301
2.475003,-0.039323,-0.038338,0.036523,0.040905,0.034684,0.057886
2.480003,-0.041263,-0.039878,0.038705,0.042663,0.034251,0.057611
2.485002,-0.043077,-0.042038,0.040723,0.045106,0.033823,0.057200
2.490002,-0.044793,-0.043400,0.042514,0.046552,0.033405,0.056930
2.495002,-0.046339,-0.045235,0.044128,0.048512,0.032990,0.056521
2.500001,-0.047613,-0.046240,0.045602,0.049706,0.032576,0.056245
2.505001,-0.048584,-0.047387,0.046949,0.051349,0.032166,0.055832
2.510000,-0.049298,-0.047945,0.048194,0.052361,0.031761,0.055558
2.515000,-0.049876,-0.048619,0.049327,0.053745,0.031362,0.055148
2.520000,-0.050436,-0.049053,0.050334,0.054564,0.030975,0.054880
2.524999,-0.051040,-0.049758,0.051203,0.055629,0.030600,0.054483
2.529999,-0.051720,-0.050292,0.051865,0.056174,0.030241,0.054224
2.534999,-0.052409,-0.051102,0.052332,0.056760,0.029897,0.053841
2.539998,-0.053104,-0.051646,0.052660,0.057037,0.029568,0.053593
2.544998,-0.053814,-0.052481,0.052919,0.057371,0.029247,0.053226
2.549998,-0.054527,-0.053042,0.053128,0.057556,0.028934,0.052985
2.554997,-0.055144,-0.053767,0.053216,0.057686,0.028631,0.052629
2.559997,-0.055624,-0.054140,0.053215,0.057700,0.028339,0.052396
2.564996,-0.055975,-0.054547,0.053197,0.057700,0.028055,0.052055
2.569996,-0.056155,-0.054681,0.053218,0.057729,0.027779,0.051836
2.574996,-0.056136,-0.054646,0.053328,0.057882,0.027508,0.051519
2.579995,-0.055985,-0.054514,0.053490,0.058026,0.027243,0.051315
2.584995,-0.055807,-0.054288,0.053608,0.058185,0.026984,0.051013
2.589995,-0.055596,-0.054113,0.053567,0.058166,0.026734,0.050812
2.594994,-0.055292,-0.053736,0.053368,0.057946,0.026493,0.050509
2.599994,-0.054914,-0.053426,0.053052,0.057706,0.026256,0.050307
2.604994,-0.054486,-0.052902,0.052651,0.057242,0.026025,0.050004
2.609993,-0.054013,-0.052516,0.052136,0.056842,0.025800,0.049802
2.614993,-0.053537,-0.051934,0.051505,0.056105,0.025581,0.049500
2.619992,-0.053056,-0.051544,0.050830,0.055576,0.025362,0.049296
2.624992,-0.052526,-0.050897,0.050143,0.054768,0.025139,0.048985
2.629992,-0.051915,-0.050404,0.049446,0.054222,0.024910,0.048774
2.634991,-0.051180,-0.049512,0.048796,0.053463,0.024672,0.048449
2.639991,-0.050333,-0.048827,0.048266,0.053052,0.024429,0.048234
2.644991,-0.049408,-0.047707,0.047829,0.052547,0.024183,0.047913
2.649990,-0.048450,-0.046933,0.047487,0.052288,0.023937,0.047704
2.654990,-0.047517,-0.045806,0.047180,0.051935,0.023695,0.047396
2.659990,-0.046670,-0.045122,0.046859,0.051687,0.023463,0.047199
2.664989,-0.045956,-0.044257,0.046528,0.051305,0.023236,0.046909
2.669989,-0.045425,-0.043825,0.046193,0.051048,0.023010,0.046716
2.674989,-0.045110,-0.043435,0.045882,0.050691,0.022782,0.046426
2.679988,-0.044897,-0.043258,0.045597,0.050472,0.022554,0.046234
2.684988,-0.044762,-0.043091,0.045300,0.050131,0.022332,0.045952
2.689987,-0.044679,-0.043021,0.044968,0.049875,0.022116,0.045768
2.694987,-0.044566,-0.042877,0.044570,0.049411,0.021909,0.045498
2.699987,-0.044368,-0.042714,0.044106,0.049050,0.021708,0.045321
2.704986,-0.044029,-0.042300,0.043569,0.048418,0.021513,0.045059
2.709986,-0.043533,-0.041899,0.042945,0.047929,0.021322,0.044885
2.714986,-0.042904,-0.041139,0.042204,0.047054,0.021137,0.044625
2.719985,-0.042172,-0.040549,0.041394,0.046414,0.020961,0.044457
2.724985,-0.041343,-0.039550,0.040517,0.045371,0.020794,0.044213
2.729985,-0.040466,-0.038845,0.039531,0.044591,0.020635,0.044054
2.734984,-0.039566,-0.037760,0.038438,0.043289,0.020482,0.043818
2.739984,-0.038680,-0.037050,0.037239,0.042338,0.020335,0.043663
2.744983,-0.037828,-0.036026,0.035957,0.040810,0.020190,0.043430
2.749983,-0.037071,-0.035420,0.034592,0.039725,0.020046,0.043274
2.754983,-0.036419,-0.034635,0.033103,0.037948,0.019902,0.043036
2.759982,-0.035846,-0.034175,0.031447,0.036628,0.019761,0.042876
2.764982,-0.035345,-0.033572,0.029623,0.034449,0.019625,0.042635
2.769982,-0.034878,-0.033199,0.027655,0.032880,0.019497,0.042477
2.774981,-0.034353,-0.032568,0.025574,0.030391,0.019372,0.042241
2.779981,-0.033739,-0.032076,0.023428,0.028679,0.019244,0.042080
2.784981,-0.033089,-0.031296,0.021252,0.026075,0.019108,0.041830
2.789980,-0.032459,-0.030792,0.019045,0.024315,0.018969,0.041661
2.794980,-0.031854,-0.030066,0.016829,0.021661,0.018830,0.041410
2.799979,-0.031290,-0.029617,0.014542,0.019835,0.018696,0.041245
2.804979,-0.030707,-0.028919,0.012177,0.017006,0.018568,0.041003
2.809979,-0.030124,-0.028454,0.009784,0.015096,0.018446,0.040847
2.814978,-0.029537,-0.027748,0.007407,0.012251,0.018328,0.040621
2.819978,-0.028893,-0.027234,0.005079,0.010392,0.018213,0.040474
2.824978,-0.028200,-0.026404,0.002816,0.007681,0.018101,0.040262
2.829977,-0.027461,-0.025815,0.000572,0.005890,0.017992,0.040126
2.834977,-0.026715,-0.024923,-0.001681,0.003189,0.017885,0.039924
2.839977,-0.026035,-0.024382,-0.003967,0.001359,0.017783,0.039794
2.844976,-0.025385,-0.023604,-0.006271,-0.001400,0.017687,0.039608
2.849976,-0.024754,-0.023100,-0.008550,-0.003219,0.017596,0.039490
2.854975,-0.024165,-0.022397,-0.010772,-0.005884,0.017509,0.039320
2.859975,-0.023646,-0.021983,-0.012933,-0.007609,0.017423,0.039209
2.864975,-0.023231,-0.021488,-0.015062,-0.010161,0.017334,0.039043
2.869974,-0.022913,-0.021236,-0.017162,-0.011839,0.017241,0.038930
2.874974,-0.022696,-0.020980,-0.019292,-0.014392,0.017142,0.038753
2.879974,-0.022531,-0.020853,-0.021453,-0.016118,0.017037,0.038630
2.884973,-0.022271,-0.020546,-0.023660,-0.018765,0.016927,0.038439
2.889973,-0.021843,-0.020207,-0.025907,-0.020563,0.016812,0.038307
2.894973,-0.021216,-0.019464,-0.028101,-0.023192,0.016688,0.038102
2.899972,-0.020486,-0.018885,-0.030186,-0.024859,0.016555,0.037961
2.904972,-0.019695,-0.017944,-0.032128,-0.027188,0.016420,0.037752
2.909971,-0.018907,-0.017318,-0.033879,-0.028587,0.016285,0.037617
2.914971,-0.018134,-0.016398,-0.035459,-0.030484,0.016150,0.037419
2.919971,-0.017379,-0.015800,-0.036913,-0.031644,0.016015,0.037291
2.924970,-0.016690,-0.014983,-0.038307,-0.033315,0.015879,0.037100
2.929970,-0.016172,-0.014575,-0.039598,-0.034348,0.015745,0.036976
2.934970,-0.015804,-0.014142,-0.040793,-0.035784,0.015614,0.036796
2.939969,-0.015622,-0.014000,-0.042017,-0.036761,0.015491,0.036682
2.944969,-0.015655,-0.014048,-0.043322,-0.038327,0.015373,0.036517
2.949969,-0.015900,-0.014249,-0.044669,-0.039406,0.015262,0.036411
2.954968,-0.016294,-0.014724,-0.046029,-0.041039,0.015156,0.036258
2.959968,-0.016706,-0.015061,-0.047387,-0.042126,0.015053,0.036158
2.964967,-0.017080,-0.015516,-0.048732,-0.043740,0.014949,0.036006
2.969967,-0.017402,-0.015779,-0.050023,-0.044775,0.014845,0.035905
